pincode,state_id,area_code,area_name,region,is_edl,ecom_zone,apex_service,apex_tat,apex_zone,surface_service,surface_tat,surface_zone,dp_service,dp_tat,dp_zone
712611,36,ARG,ARAMBAGH,EAST,1,C,none,120,ES,none,192,E2,both,48,C
712612,36,ARG,ARAMBAGH,EAST,1,C,none,120,ES,none,192,E2,both,48,C
712613,36,ARG,ARAMBAGH,EAST,1,C,none,96,ES,none,168,E2,both,48,C
712614,36,ARG,ARAMBAGH,EAST,1,C,none,120,ES,none,192,E2,both,48,C
712615,36,ARG,ARAMBAGH,EAST,1,C,none,96,ES,none,168,E2,both,48,C
712616,36,ARG,ARAMBAGH,EAST,1,C,none,120,ES,none,192,E2,both,48,C
712617,36,ARG,ARAMBAGH,EAST,1,C,none,120,ES,none,192,E2,both,48,C
712701,36,BLI,"BALLY BDEL",EAST,0,B,inbound,96,ES,inbound,168,E2,both,48,B
712702,36,BLI,"BALLY BDEL",EAST,1,B,none,96,ES,none,168,E2,both,48,B
712704,36,BLI,"BALLY BDEL",EAST,1,B,none,72,ES,none,144,E2,both,48,B
712705,36,CCU,"EJR SERVICE CENTRE",EAST,1,A,none,72,ES,none,168,E2,,,
712706,36,BLI,"BALLY BDEL",EAST,1,B,none,96,ES,none,168,E2,both,48,B
712707,36,CCU,"EJR SERVICE CENTRE",EAST,1,A,none,72,ES,none,168,E2,,,
712708,36,CCU,"APX SFC ETAIL PUD IN KSW",EAST,0,A,inbound,96,ES,inbound,168,E2,,,
713101,36,BRW,"BURDWAN BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713102,36,BRW,"BURDWAN BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713103,36,BRW,"BURDWAN BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713104,36,BRW,"BURDWAN BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713105,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713121,36,STN,SANTINIKETAN,EAST,1,B,none,120,ES,none,192,E2,,,
713122,36,MEX,MEMARI,EAST,0,C,inbound,96,ES,inbound,168,E2,both,48,C
713123,36,KWT,KATWA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713124,36,BRW,"BURDWAN BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713125,36,BRW,"BURDWAN BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713126,36,STN,SANTINIKETAN,EAST,1,B,none,120,ES,none,192,E2,both,48,B
713127,36,BRW,"BURDWAN BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713128,36,STN,SANTINIKETAN,EAST,1,B,none,120,ES,none,192,E2,both,48,B
713129,36,KWT,KATWA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713130,36,KWT,KATWA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713131,36,BRW,"BURDWAN BDEL",EAST,1,B,none,96,ES,none,168,E2,both,48,B
713140,36,KWT,KATWA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713141,36,BRW,"BURDWAN BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713142,36,BRW,"BURDWAN BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713143,36,KWT,KATWA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713144,36,STN,SANTINIKETAN,EAST,1,B,none,120,ES,none,192,E2,,,
713145,36,MEX,MEMARI,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713146,36,MEX,MEMARI,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713147,36,KWT,KATWA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713149,36,MEX,MEMARI,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713150,36,KWT,KATWA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713151,36,BRW,"BURDWAN BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713152,36,STN,SANTINIKETAN,EAST,1,B,none,144,ES,none,216,E2,,,
713153,36,STN,SANTINIKETAN,EAST,1,B,none,144,ES,none,216,E2,,,
713154,36,MEX,MEMARI,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713155,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,,,
713156,36,STN,SANTINIKETAN,EAST,1,B,none,120,ES,none,192,E2,both,48,B
713157,36,MEX,MEMARI,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713158,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,both,48,B
713160,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713162,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713165,36,BRW,"BURDWAN BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713166,36,GUP,GURAP,EAST,1,B,none,144,ES,none,216,E2,both,48,B
713167,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713168,36,MEX,MEMARI,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713169,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,,,
713170,36,MEX,MEMARI,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713171,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713172,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713173,36,STN,SANTINIKETAN,EAST,1,B,none,120,ES,none,192,E2,both,48,B
713201,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713202,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713203,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713204,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713205,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713206,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713207,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713208,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713209,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713210,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713211,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713212,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713213,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713214,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713215,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713216,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713217,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713218,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713219,36,DGP,DURGAPUR,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713301,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713302,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713303,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713304,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713305,36,BRB,BARABANI,EAST,0,B,inbound,72,ES,none,168,E2,both,72,B
713308,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713310,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713314,36,CCU,"AJC SERVICE CENTRE",EAST,1,A,none,96,ES,none,192,E2,,,
713315,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,both,48,B
713321,36,ADL,ANDAL,EAST,1,B,none,120,ES,none,192,E2,both,48,B
713322,36,ADL,ANDAL,EAST,1,B,none,96,ES,none,168,E2,both,48,B
713323,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713324,36,RHN,RAGHUNATHPUR,EAST,1,C,none,72,ES,none,192,E2,both,48,C
713325,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713326,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713330,36,MEX,MEMARI,EAST,1,C,none,72,ES,none,144,E2,both,48,C
713331,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713332,36,ASO,"ASANSOL BDEL",EAST,1,B,none,72,ES,none,144,E2,both,48,B
713333,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713334,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713335,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713336,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,both,48,B
713337,36,RNJ,RANIGANJ,EAST,1,B,none,72,ES,none,144,E2,both,48,B
713338,36,ADL,ANDAL,EAST,1,B,none,96,ES,none,168,E2,both,48,B
713339,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713340,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713341,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713342,36,ADL,ANDAL,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713343,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713344,36,MEX,MEMARI,EAST,1,C,none,120,ES,none,192,E2,,,
713346,36,ADL,ANDAL,EAST,1,B,none,96,ES,none,168,E2,both,48,B
713347,36,ADL,ANDAL,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713352,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713357,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713358,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713359,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,both,48,B
713360,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,both,48,B
713361,36,ASO,"ASANSOL BDEL",EAST,1,B,none,144,ES,none,216,E2,both,48,B
713362,36,RNJ,RANIGANJ,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713363,36,ADL,ANDAL,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713364,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713365,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713366,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,168,E2,,,
713367,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,,,
713368,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,,,
713369,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713370,36,ASO,"ASANSOL BDEL",EAST,1,B,none,72,ES,none,144,E2,,,
713371,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713372,36,ASO,"ASANSOL BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713373,36,ASO,"ASANSOL BDEL",EAST,1,B,none,48,ES,none,120,E2,both,48,B
713375,36,ASO,"ASANSOL BDEL",EAST,1,B,none,72,ES,none,144,E2,,,
713376,36,ADL,ANDAL,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713377,36,ASO,"ASANSOL BDEL",EAST,1,B,none,48,ES,none,120,E2,,,
713378,36,ADL,ANDAL,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713380,36,BWU,BURWAN,EAST,1,B,none,96,ES,none,216,E2,both,48,B
713381,36,ADL,ANDAL,EAST,1,B,none,144,ES,none,216,E2,both,48,B
713383,36,ASO,"ASANSOL BDEL",EAST,1,B,none,72,ES,none,144,E2,,,
713384,36,ADL,ANDAL,EAST,0,B,both,48,ES,both,120,E2,both,48,B
713385,36,ADL,ANDAL,EAST,1,B,none,144,ES,none,216,E2,both,48,B
713386,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,both,48,B
713401,36,GUP,GURAP,EAST,1,B,none,96,ES,none,168,E2,both,48,B
713402,36,BRW,"BURDWAN BDEL",EAST,1,B,none,144,ES,none,216,E2,both,48,B
713403,36,BRW,"BURDWAN BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713404,36,GUP,GURAP,EAST,1,B,none,120,ES,none,192,E2,both,48,B
713405,36,MEX,MEMARI,EAST,1,C,none,144,ES,none,216,E2,both,48,C
713406,36,BRW,"BURDWAN BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713407,36,BRW,"BURDWAN BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713408,36,BRW,"BURDWAN BDEL",EAST,1,B,none,120,ES,none,192,E2,both,48,B
713409,36,MEX,MEMARI,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713419,36,ASO,"ASANSOL BDEL",EAST,1,B,none,144,ES,none,216,E2,,,
713421,36,ARG,ARAMBAGH,EAST,1,C,none,120,ES,none,192,E2,,,
713422,36,MEX,MEMARI,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713423,36,ARG,ARAMBAGH,EAST,1,C,none,48,ES,none,120,E2,,,
713424,36,ARG,ARAMBAGH,EAST,1,C,none,96,ES,none,168,E2,,,
713425,36,MEX,MEMARI,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713426,36,MEX,MEMARI,EAST,1,C,none,144,ES,none,216,E2,both,48,C
713427,36,ARG,ARAMBAGH,EAST,1,C,none,96,ES,none,168,E2,,,
713428,36,BRW,"BURDWAN BDEL",EAST,0,B,both,48,ES,both,120,E2,both,48,B
713429,36,MEX,MEMARI,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713430,36,MEX,MEMARI,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713432,36,ASO,"ASANSOL BDEL",EAST,1,B,none,120,ES,none,192,E2,,,
713433,36,BRW,"BURDWAN BDEL",EAST,1,B,none,96,ES,none,168,E2,both,48,B
713434,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713501,36,MEX,MEMARI,EAST,1,C,none,144,ES,none,216,E2,both,48,C
713502,36,KWT,KATWA,EAST,1,C,none,144,ES,none,216,E2,both,48,C
713512,36,KWT,KATWA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713513,36,KWT,KATWA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713514,36,KWT,KATWA,EAST,1,C,none,144,ES,none,216,E2,both,48,C
713515,36,MEX,MEMARI,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713516,36,KWT,KATWA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
713517,36,KWT,KATWA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713518,36,ASO,"ASANSOL BDEL",EAST,1,B,none,96,ES,none,168,E2,,,
713519,36,MEX,MEMARI,EAST,1,C,none,96,ES,none,168,E2,both,48,C
713520,36,BRW,"BURDWAN BDEL",EAST,1,B,none,96,ES,none,168,E2,both,48,B
721101,36,MPR,MIDNAPORE,EAST,0,B,both,48,ES,both,120,E2,both,48,B
721102,36,MPR,MIDNAPORE,EAST,0,B,both,48,ES,both,168,E2,,,
721121,36,SBE,SARBERA,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721122,36,MPR,MIDNAPORE,EAST,1,B,none,96,ES,none,168,E2,,,
721123,36,SBE,SARBERA,EAST,1,B,none,72,ES,none,144,E2,both,48,B
721124,36,PSK,PASKURA,EAST,1,C,none,72,ES,none,144,E2,both,48,C
721125,36,JRM,JHARGRAM,EAST,1,B,none,120,ES,none,192,E2,,,
721126,36,GHL,GHATAL,EAST,1,C,none,72,ES,none,144,E2,both,48,C
721127,36,BIS,BISHNUPUR,EAST,0,C,inbound,96,ES,inbound,168,E2,both,48,C
721128,36,SBE,SARBERA,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721129,36,SBE,SARBERA,EAST,1,B,none,72,ES,none,144,E2,both,48,B
721130,36,PSK,PASKURA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721131,36,PSK,PASKURA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721132,36,SBE,SARBERA,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721133,36,BLE,BELDA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
721134,36,PSK,PASKURA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
721135,36,BLE,BELDA,EAST,1,C,none,144,ES,none,216,E2,both,48,C
721136,36,GHL,GHATAL,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721137,36,PSK,PASKURA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721139,36,PSK,PASKURA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721140,36,PSK,PASKURA,EAST,1,C,none,72,ES,none,144,E2,both,48,C
721141,36,CCU,"APX SFC ETAIL PUD IN KSW",EAST,1,A,none,96,ES,none,168,E2,,,
721142,36,CCU,"APX SFC ETAIL PUD IN KSW",EAST,1,A,none,96,ES,none,168,E2,,,
721143,36,JRM,JHARGRAM,EAST,1,B,none,120,ES,none,192,E2,,,
721144,36,BLE,BELDA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721145,36,KGP,"KHARAGPUR PUD",EAST,0,B,both,48,ES,both,120,E2,both,48,B
721146,36,GHL,GHATAL,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721147,36,SBE,SARBERA,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721148,36,GHL,GHATAL,EAST,1,C,none,120,ES,none,192,E2,both,48,C
721149,36,KGP,"KHARAGPUR PUD",EAST,1,B,none,72,ES,none,144,E2,both,48,B
721150,36,GHL,GHATAL,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721151,36,PSK,PASKURA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721152,36,PSK,PASKURA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721153,36,PSK,PASKURA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721154,36,PSK,PASKURA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721155,36,TAM,TAMLUK,EAST,1,B,none,120,ES,none,192,E2,,,
721156,36,GHL,GHATAL,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721157,36,SBE,SARBERA,EAST,1,B,none,96,ES,none,168,E2,both,48,B
721158,36,PSK,PASKURA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
721159,36,BLE,BELDA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
721160,36,PSK,PASKURA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721161,36,TAM,TAMLUK,EAST,1,B,none,120,ES,none,192,E2,,,
721165,36,CCU,"EJR SERVICE CENTRE",EAST,1,A,none,120,ES,none,216,E2,,,
721166,36,BLE,BELDA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
721167,36,PSK,PASKURA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
721168,36,PSK,PASKURA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721169,36,CCU,"EJR SERVICE CENTRE",EAST,1,A,none,96,ES,none,192,E2,,,
721170,36,CCU,"APX SFC ETAIL PUD IN KSW",EAST,1,A,none,96,ES,none,168,E2,,,
721171,36,PSK,PASKURA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721172,36,PSK,PASKURA,EAST,1,C,none,72,ES,none,144,E2,both,48,C
721201,36,GHL,GHATAL,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721211,36,GHL,GHATAL,EAST,1,C,none,120,ES,none,192,E2,both,48,C
721212,36,GHL,GHATAL,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721222,36,GHL,GHATAL,EAST,1,C,none,120,ES,none,192,E2,both,48,C
721228,36,CCU,"EJR SERVICE CENTRE",EAST,1,A,none,96,ES,none,192,E2,,,
721232,36,GHL,GHATAL,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721242,36,ARG,ARAMBAGH,EAST,1,C,none,120,ES,none,192,E2,,,
721252,36,SBE,SARBERA,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721253,36,SBE,SARBERA,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721254,36,CCU,"APX SFC ETAIL PUD IN KSW",EAST,1,A,none,72,ES,none,144,E2,,,
721256,36,CCU,"APX SFC ETAIL PUD IN KSW",EAST,1,A,none,96,ES,none,168,E2,,,
721257,36,SBE,SARBERA,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721258,36,SBE,SARBERA,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721260,36,GHL,GHATAL,EAST,1,C,none,144,ES,none,216,E2,both,48,C
721301,36,KGP,"KHARAGPUR PUD",EAST,0,B,both,48,ES,both,120,E2,both,48,B
721302,36,KGP,"KHARAGPUR PUD",EAST,0,B,both,48,ES,both,120,E2,both,48,B
721303,36,KGP,"KHARAGPUR PUD",EAST,1,B,none,120,ES,none,192,E2,both,48,B
721304,36,KGP,"KHARAGPUR PUD",EAST,0,B,both,48,ES,both,120,E2,both,48,B
721305,36,KGP,"KHARAGPUR PUD",EAST,0,B,both,48,ES,both,120,E2,both,48,B
721306,36,KGP,"KHARAGPUR PUD",EAST,0,B,both,48,ES,both,120,E2,both,48,B
721401,36,CAI,CONTAI,EAST,0,B,both,48,ES,none,168,E2,both,48,B
721420,36,CAI,CONTAI,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721422,36,CAI,CONTAI,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721423,36,CAI,CONTAI,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721424,36,BLE,BELDA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721425,36,CAI,CONTAI,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721426,36,BLE,BELDA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721427,36,BLE,BELDA,EAST,1,C,none,144,ES,none,216,E2,,,
721428,36,CAI,CONTAI,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721429,36,BLE,BELDA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721430,36,CAI,CONTAI,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721431,36,CAI,CONTAI,EAST,1,B,none,96,ES,none,168,E2,both,48,B
721432,36,CAI,CONTAI,EAST,1,B,none,96,ES,none,168,E2,both,48,B
721433,36,CAI,CONTAI,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721434,36,BLE,BELDA,EAST,1,C,none,144,ES,none,216,E2,both,48,C
721435,36,BLE,BELDA,EAST,1,C,none,144,ES,none,216,E2,both,48,C
721436,36,BLE,BELDA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
721437,36,BLE,BELDA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721438,36,BLE,BELDA,EAST,1,C,none,120,ES,none,192,E2,both,48,C
721439,36,BLE,BELDA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721440,36,CAI,CONTAI,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721441,36,CAI,CONTAI,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721442,36,CAI,CONTAI,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721443,36,BLE,BELDA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721444,36,CAI,CONTAI,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721445,36,BLE,BELDA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721446,36,CAI,CONTAI,EAST,1,B,none,96,ES,none,168,E2,both,48,B
721447,36,CAI,CONTAI,EAST,1,B,none,144,ES,none,216,E2,,,
721448,36,CAI,CONTAI,EAST,1,B,none,96,ES,none,168,E2,,,
721449,36,CAI,CONTAI,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721450,36,CAI,CONTAI,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721451,36,BLE,BELDA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721452,36,CAI,CONTAI,EAST,1,B,none,96,ES,none,168,E2,both,48,B
721453,36,CAI,CONTAI,EAST,1,B,none,120,ES,none,192,E2,,,
721454,36,BLE,BELDA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721455,36,CAI,CONTAI,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721456,36,CAI,CONTAI,EAST,1,B,none,120,ES,none,192,E2,,,
721457,36,BLE,BELDA,EAST,1,C,none,144,ES,none,216,E2,both,48,C
721458,36,TAM,TAMLUK,EAST,1,B,none,120,ES,none,192,E2,,,
721459,36,CCU,"APX SFC ETAIL PUD IN KSW",EAST,1,A,none,96,ES,none,168,E2,,,
721461,36,CCU,"EJR SERVICE CENTRE",EAST,1,A,none,96,ES,none,192,E2,,,
721462,36,CCU,"EJR SERVICE CENTRE",EAST,1,A,none,96,ES,none,192,E2,,,
721463,36,CAI,CONTAI,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721464,36,CCU,"EJR SERVICE CENTRE",EAST,1,A,none,96,ES,none,192,E2,,,
721465,36,CCU,"EJR SERVICE CENTRE",EAST,1,A,none,96,ES,none,192,E2,,,
721466,36,CCU,"APX SFC ETAIL PUD IN KSW",EAST,1,A,none,96,ES,none,168,E2,,,
721467,36,BLE,BELDA,EAST,1,C,none,96,ES,none,168,E2,both,48,C
721501,36,JRM,JHARGRAM,EAST,0,B,inbound,96,ES,inbound,168,E2,,,
721502,36,CCU,"APX SFC ETAIL PUD IN KSW",EAST,1,A,none,96,ES,none,168,E2,,,
721503,36,JRM,JHARGRAM,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721504,36,JRM,JHARGRAM,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721505,36,JRM,JHARGRAM,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721506,36,JRM,JHARGRAM,EAST,1,B,none,96,ES,none,168,E2,,,
721507,36,JRM,JHARGRAM,EAST,1,B,none,96,ES,none,168,E2,both,48,B
721513,36,JRM,JHARGRAM,EAST,1,B,none,72,ES,none,144,E2,both,48,B
721514,36,JRM,JHARGRAM,EAST,1,B,none,144,ES,none,216,E2,both,48,B
721515,36,JRM,JHARGRAM,EAST,1,B,none,96,ES,none,168,E2,both,48,B
721516,36,SBE,SARBERA,EAST,1,B,none,144,ES,none,216,E2,,,
721517,36,JRM,JHARGRAM,EAST,1,B,none,96,ES,none,168,E2,both,48,B
721518,36,CCU,"EJR SERVICE CENTRE",EAST,1,A,none,96,ES,none,192,E2,,,
721577,36,CCU,"APX SFC ETAIL PUD IN KSW",EAST,1,A,none,96,ES,none,168,E2,,,
721601,36,CAI,CONTAI,EAST,1,B,none,72,ES,none,144,E2,,,
721602,36,HDA,HALDIA,EAST,0,B,both,48,ES,none,120,E2,both,48,B
721603,36,TAM,TAMLUK,EAST,1,B,none,120,ES,none,192,E2,both,48,B
721604,36,HDA,HALDIA,EAST,0,B,both,48,ES,both,120,E2,both,48,B
721605,36,HDA,HALDIA,EAST,0,B,both,48,ES,both,120,E2,both,48,B
